ลำดับ,เลขทะเบียนโรงงาน,FID,TSIC,รหัสประเภท,จำพวก,ปีที่ได้รับอนุญาต,ชื่อโรงงาน,ผู้ประกอบการ,ประกอบกิจการ,เลขที่,หมู่,ซอย,ถนน,ตำบล,อำเภอ,รหัสจังหวัด,จังหวัด,รหัสไปรษณีย์,โทรศัพท์,ค่าอาคาร,ค่าที่ดิน,ค่าเครื่องจักร,เงินทุนหมุนเวียน,เงินทุนรวม,ชาย,หญิง,คนงานรวม,แรงม้ารวม,พื้นที่โรงงาน,พื้นที่อาคาร
60,จ3-50(4)-13/51ชบ,2.02E+13,19209,5004,3,51,บริษัท สยาม แทงค์ เทอร์มินัล จำกัด,บริษัท สยาม แทงค์ เทอร์มินัล จำกัด,ผสมผลิตภัณฑ์จากปิโตรเลียมเข้าด้วยกันหรือการผสมผลิตภัณพ์จากปิโตรเลียมกับวัสดุอื่น,120,3,,,ท่าเทววงษ์,เกาะสีชัง,20,ชลบุรี,20120,02-1209999,0,63400000,300000000,30000000,393400000,27,3,30,120,50720,50720
61,3-57(2)-1/41ชบ,1.02E+13,23951,5702,3,41,บริษัท เอสซีจี โลจิสติกส์ แมนเนจเม้นท์ จำกัด,บริษัท เอสซีจี โลจิสติกส์ แมนเนจเม้นท์ จำกัด,ขนถ่ายปูนซิเมนต์ผง,,,,,ท่าเทววงษ์,เกาะสีชัง,20,ชลบุรี,20120,,0,0,40000000,0,40000000,20,0,20,1913,825,825
62,จ3-90-4/57ชบ,2.02E+13,36002,9000,3,57,บริษัท ฟลูอิด ไซเคิล จำกัด,บริษัท ฟลูอิด ไซเคิล จำกัด,ผลิตน้ำประปาจากน้ำทะเล,198,3,,,ท่าเทววงษ์,เกาะสีชัง,20,ชลบุรี,20120,,5000000,0,10000000,10000000,25000000,4,0,4,100,3700,150
63,จ3-90-4/61ชบ,2.02E+13,36002,9000,3,61,บริษัท เอส.ซี.อควอ จำกัด,บริษัท เอส.ซี.อควอ จำกัด,ผลิตน้ำประปา,198/2,3,,,ท่าเทววงษ์,เกาะสีชัง,20,ชลบุรี,20120,090-6562556,4168741,8200,51343013,400000,55919954,4,0,4,175,3600,300
64,ธ3-3(1)-1/56ชบ,3.02E+13,23961,301,3,56,บริษัท หินคม-เขาแหลม จำกัด,บริษัท หินคม-เขาแหลม จำกัด,โม่ บด หรือย่อยหิน,274/4-5,8,,,บ่อทอง,บ่อทอง,20,ชลบุรี,20270,,0,0,0,0,0,46,15,61,1824,40000,24000
65,3-4(1)-5/64ชบ,1.02E+13,10111,401,3,64,บริษัท ไทย ฟู้ดส์ สไวน อินเตอร์เนชั่นแนล จำกัด,บริษัท ไทย ฟู้ดส์ สไวน อินเตอร์เนชั่นแนล จำกัด,ฆ่าและชำแหละชิ้นส่วนสุกร,โฉนดที่ดินเลขที่ 15656,2,,,บ่อกวางทอง,บ่อทอง,20,ชลบุรี,20270,,34862925,5825000,18945072,12000000,71632997,10,5,15,780.01,11960,1597
66,3-4(1)-31/60ชบ,1.02E+13,10111,401,3,60,บริษัท ไทย ฟู้ดส์ สไวน อินเตอร์เนชั่นแนล จำกัด,บริษัท ไทย ฟู้ดส์ สไวน อินเตอร์เนชั่นแนล จำกัด,ฆ่าและชำแหละชิ้นส่วนสุกร,42,2,,,บ่อกวางทอง,บ่อทอง,20,ชลบุรี,20270,02-5138989,80000000,9900000,20000000,10000000,119900000,257,298,555,2201.38,27200,2258
67,จ3-4(1)-29/62ชบ,2.02E+13,10111,401,3,62,บริษัท เกษตรชล 2559 จำกัด,บริษัท เกษตรชล 2559 จำกัด,ฆ่าสัตว์ (ไก่),78,7,,,บ่อกวางทอง,บ่อทอง,20,ชลบุรี,20270,038-274274,20000000,16000000,40000000,20000000,96000000,40,40,80,1233.9,45972,1752
68,จ3-4(1)-1/37ชบ,2.02E+13,10111,401,3,37,บริษัท ยู่สูงอุตสาหกรรม จำกัด,บริษัท ยู่สูงอุตสาหกรรม จำกัด,ฆ่า ชำแหละไก่ และทำไก๋แช่แข็ง,220,6,-,หนองเสม็ด-บ่อทอง,ธาตุทอง,บ่อทอง,20,ชลบุรี,20270,,0,0,0,0,0,120,120,240,1406,148320,6110
69,3-7(1)-6/58ชบ,1.02E+13,10491,701,3,58,สหกรณ์ผู้ปลูกอ้อยและปาล์มน้ำมันจังหวัดชลบุรี จำกัด,สหกรณ์ผู้ปลูกอ้อยและปาล์มน้ำมันจังหวัดชลบุรี จำกัด,สกัดน้ำมันปาล์ม,-,5,,สายปรกฟ้า-หนองใหญ่,วัดสุวรรณ,บ่อทอง,20,ชลบุรี,20270,,25000000,50000000,100000000,10000000,185000000,20,10,30,14549,125915,6996
70,3-8(1)-15/48ชบ,1.02E+13,10302,801,3,48,บริษัท ไพร์ม โพรดักส์ อินดัสตรี้ จำกัด,บริษัท ไพร์ม โพรดักส์ อินดัสตรี้ จำกัด,ผลิตผลไม้กระป๋อง สับปะรดกระป๋อง น้ำสับปะรดเข้มข้น ผลไม้อบแห้ง (แปรรูปผลไม้),79/1,4,-,-,เกษตรสุวรรณ,บ่อทอง,20,ชลบุรี,20270,038-211787,95000000,10000000,190000000,35000000,330000000,115,300,415,16892.406,140000,18270
71,จ3-9(6)-70/52ชบ,2.02E+13,10621,906,3,52,,นายอิทธิกร คุณากรธนกิจ,ทำมันเส้น,298,6,,,ธาตุทอง,บ่อทอง,20,ชลบุรี,20270,081-4291414,1000000,1000000,1000000,500000,3500000,3,0,3,290,50132,0
72,3-11(3)-1/48ชบ,1.02E+13,10721,1103,3,48,บริษัท น้ำตาลระยอง จำกัด,บริษัท น้ำตาลระยอง จำกัด,"ทำน้ำตาลทราย (กำลังการผลิต 5,560 ตันอ้อยต่อวัน) ผลิตและขายกระแสไฟฟ้า",388,6,-,เขากระถิน-หนองบอน,ธาตุทอง,บ่อทอง,20,ชลบุรี,20270,038-100320-22,15000000,18000000,285000000,250000000,568000000,251,0,251,114080,142830,14180
73,จ3-11(5)-1/55ชบ,2.02E+13,10722,1105,3,55,บริษัท หลินหยวน จำกัด,บริษัท หลินหยวน จำกัด,ทำน้ำตาลก้อน,81,1,,,ธาตุทอง,บ่อทอง,20,ชลบุรี,20270,038-165228,23000000,36000000,26500000,83500000,169000000,29,9,38,1551.5,82400,4366
74,จ3-14-1/36ชบ,2.02E+13,10795,1400,3,36,บริษัท โรงน้ำแข็งเทพภูธร จำกัด,บริษัท โรงน้ำแข็งเทพภูธร จำกัด,ทำน้ำแข็งก้อนเล็ก ได้วันละ 13.2 ตัน,989,1,-,-,บ่อทอง,บ่อทอง,20,ชลบุรี,20270,,0,0,4280000,500000,4780000,1,4,5,273.75,7472,32128
75,จ3-14-2/46ชบ,2.02E+13,10795,1400,3,46,บริษัท ยู่สูงอุตสาหกรรม จำกัด,บริษัท ยู่สูงอุตสาหกรรม จำกัด,"ทำน้ำแข็ง กำลังการผลิต 370,000 ซองต่อปี",220,6,,,ธาตุทอง,บ่อทอง,20,ชลบุรี,20270,,2000000,2000000,1000000,1000000,6000000,8,0,8,472,880,880
76,ศ3-14-1/37ชบ,2.00E+11,10795,1400,3,37,บริษัท โรงน้ำแข็งเทพภูธร จำกัด,บริษัท โรงน้ำแข็งเทพภูธร จำกัด,ทำน้ำแข็งก้อนใหญ่,197,1,-,-,บ่อทอง,บ่อทอง,20,ชลบุรี,20270,,1000000,3000000,3000000,5000000,12000000,10,5,15,517,4800,32128
77,3-15(1)-6/52ชบ,1.02E+13,10801,1501,3,52,บริษัท ซันฟีด จำกัด,บริษัท ซันฟีด จำกัด,ทำอาหารผสมหรืออาหารสำเร็จรูปสำหรับเลี้ยงสัตว์,100,6,-,สายหนองบอน-เจริญโชคดี,บ่อกวางทอง,บ่อทอง,20,ชลบุรี,20270,038-190837,44521422,11530492,150373069,5000000,211424983,15,5,20,3484.34,57600,8878
78,3-15(1)-19/56ชบ,1.02E+13,10801,1501,3,56,บริษัท อีสเทิร์นฟีดมิลล์ จำกัด,บริษัท อีสเทิร์นฟีดมิลล์ จำกัด,ผลิตอาหารสัตว์,88,6,,,ธาตุทอง,บ่อทอง,20,ชลบุรี,20270,,40879340,12355438,97587000,30000000,180821778,28,17,45,6577.1,28241,10752
79,จ3-15(1)-13/61ชบ,2.02E+13,10801,1501,3,61,บริษัท พีเอ ปรารถนาพร จำกัด,บริษัท พีเอ ปรารถนาพร จำกัด,ผลิตอาหารสัตว์,999,2,,,วัดสุวรรณ,บ่อทอง,20,ชลบุรี,20270,,5000000,4500000,8000000,5000000,22500000,12,10,22,456,15408,2550
80,จ3-20(1)-8/62ชบ,2.02E+13,11041,2001,3,62,บริษัท สยาม เพียว เฟรซ จำกัด,บริษัท สยาม เพียว เฟรซ จำกัด,ผลิตน้ำดื่ม ผลิตขวดน้ำดื่มจากพลาสติก,888,6,,,วัดสุวรรณ,บ่อทอง,20,ชลบุรี,20270,099-2186666,0,0,500000,500000,1000000,2,2,4,311.8,25600,900
81,จ3-33-1/60ชบ,2.02E+13,15202,3300,3,60,บริษัท เลธเธอร์ ชูส์ อินเตอร์ เนชั่นแนล จำกัด,บริษัท เลธเธอร์ ชูส์ อินเตอร์ เนชั่นแนล จำกัด,ผลิตรองเท้าหรือชิ้นส่วนของรองเท้า,88,8,,,ธาตุทอง,บ่อทอง,20,ชลบุรี,20270,,0,0,3500000,30000,3530000,5,10,15,60,924,924
82,จ3-33-5/54ชบ,2.02E+13,15202,3300,3,54,บริษัท เลธเธอร์ ชูส์ อินเตอร์เนชั่นแนล จำกัด,บริษัท เลธเธอร์ ชูส์ อินเตอร์เนชั่นแนล จำกัด,ทำรองเท้า,88,8,-,-,ธาตุทอง,บ่อทอง,20,ชลบุรี,20270,,50000,50000,5000000,1000000,6100000,15,15,30,81.4,3200,924
83,3-34(1)-131/48ชบ,1.02E+13,16101,3401,3,48,นายสำเภา จิตร์มั่น,นายสำเภา จิตร์มั่น,แปรรูปไม้ยางพาราและไม้ที่ปลูกขึ้นโดยเฉพาะ 13 ชนิด ตามมติคณะรัฐมนตรีเพื่อจำหน่าย,-,1,-,-,บ่อทอง,บ่อทอง,20,ชลบุรี,20270,,0,0,500000,100000,600000,10,0,10,514.5,3600,449
84,จ3-34(2)-1/45ชบ,2.02E+13,16220,3402,3,45,บ่อทองค้าไม้,บ่อทองค้าไม้,ทำวงกบประตูหน้าต่างจากไม้,303,1,    -,บ่อทอง-หนองเสม็ด,บ่อทอง,บ่อทอง,20,ชลบุรี,20270,038-211044,500000,750000,1500000,100000,2850000,5,2,7,112.5,4000,480
85,จ3-34(2)-1/39ชบ,2.02E+13,16220,3402,3,39,เสรีการช่าง,เสรีการช่าง,ทำวงกบ บานประตู หน้าต่าง จากไม้แปรรูป,8,5,,หนองเสม็ด-อมพนม,บ่อกวางทอง,บ่อทอง,20,ชลบุรี,20270,-,1300000,525000,800000,3125000,5750000,12,3,15,81.5,1236,576
